TotalTime,PictureClicks,PictureTime,DescriptionClicks,DescriptionTime,ReviewClicks,ReviewTime,DwellingTime,Return
29270,5,6610,2,13939,15,22647,6610,0
6791,0,4916,0,6297,0,12253,4916,1
8503,0,11002,0,15831,15,20674,10775,0
28719,5,6338,1,16670,10,14343,6338,0
42459,0,20015,3,7615,12,6572,10775,1
18656,4,7590,0,7031,14,1697,10775,0
38860,4,14827,1,5873,15,13473,14827,0
21403,4,19769,1,9058,3,15707,19067,0
41425,3,13931,0,10407,2,7044,5218,1
78691,3,21890,0,4401,1,8471,3032,0
57306,1,11441,2,16791,6,3051,10705,0
37294,0,7972,0,7782,2,3438,7972,1
29646,4,14189,2,7918,3,23128,14189,0
61184,5,22820,2,4923,3,13463,15757,0
43803,2,16637,1,7936,3,1494,3658,1
32031,0,6942,1,8908,3,13408,6942,1
49605,0,29834,3,1937,7,7740,10775,1
72613,3,6711,2,17202,2,27721,6711,0
33667,3,26959,3,5361,10,8216,9828,0
4621,2,22789,0,7239,12,23690,2841,1
72854,3,18864,1,16298,7,13093,18864,0
40064,4,20204,3,9198,13,27716,16767,0
55235,4,9686,2,19560,3,17589,9686,0
71080,2,27405,0,16850,12,1193,10775,0
16536,2,2256,1,11234,2,8654,2256,1
6435,0,13281,1,3987,1,13341,13281,1
52128,4,16203,1,10192,2,15323,8996,0
21607,3,18225,2,6249,1,7007,18225,1
48381,5,15695,2,19990,14,6502,5601,0
17039,1,18395,2,4687,0,9830,8974,1
53611,5,18919,2,5261,12,21307,10775,1
30993,0,20642,1,19635,14,14873,7525,1
57784,1,23239,1,12536,15,21808,791,1
19487,2,1354,1,3833,1,6968,1354,1
67044,1,20133,3,16100,4,4933,2656,0
41334,1,8041,0,2755,3,9192,8041,1
13866,3,12053,1,7185,0,8943,12053,1
39834,2,16923,2,14041,1,9038,6010,1
22784,2,7850,2,4631,1,4070,3961,1
4880,0,603,1,13968,3,4034,603,1
37277,3,13236,3,8739,8,4125,13236,0
66651,5,6314,3,18435,5,6989,6314,0
3689,2,12149,0,1915,3,6614,12149,1
56370,3,24257,1,19100,10,27735,15718,0
29999,3,2840,0,12747,3,14617,2840,1
31403,3,613,0,9296,2,5594,613,1
31966,1,4763,0,14526,3,3524,4763,1
39316,1,1258,1,13122,3,4389,1258,1
34789,2,13705,0,14711,2,14136,13705,1
25177,0,13092,2,13565,2,2304,7701,1
53666,4,11124,1,16876,4,20069,9838,0
58147,3,9708,2,16647,7,9485,9708,0
40138,1,8194,0,1708,3,13751,8194,1
42761,2,1091,1,3238,1,6468,1091,1
61330,4,8581,3,7930,9,15650,8581,0
42966,5,15495,1,12326,4,17575,15495,0
17435,4,10432,2,1364,1,8018,10432,1
74917,5,27316,3,15993,10,15818,15264,0
23528,3,25714,2,14354,7,9939,25714,0
49437,4,24782,0,1022,7,9145,9136,1
18401,3,5663,2,3684,2,5884,3058,1
9672,4,17875,2,9986,0,828,8170,1
14491,3,15492,0,2742,3,6572,7417,1
55969,4,24505,1,14474,12,5948,16437,0
13766,2,12276,2,12507,1,13176,12276,1
22358,5,2600,2,2008,7,15250,10775,1
64246,5,13405,1,10176,5,5008,13405,0
34148,4,17303,2,12596,1,5346,3792,1
24124,3,10804,3,8950,5,22704,10804,0
30195,0,21300,1,4256,5,26965,10775,0
32776,4,13181,1,12046,2,14578,13181,0
59632,3,11478,2,9194,11,19130,11478,0
42396,4,12654,2,4511,3,13019,12654,1
36108,0,9634,0,12866,3,6758,9634,1
47006,5,24895,2,13437,15,4949,22845,0
57151,4,25181,1,17314,9,24593,16362,0
22565,3,4662,1,13315,1,6509,4662,1
23406,0,16913,2,5113,0,6215,12307,1
16872,3,6565,0,4470,2,5027,2923,1
5523,4,3090,0,2030,1,1527,3090,1
3231,3,4014,2,7427,0,13640,1012,1
37997,4,7947,1,6536,4,10470,7947,0
20192,3,9246,0,7614,0,3156,9246,1
41049,3,28006,2,15735,9,7062,10837,0
38651,3,19141,2,18116,15,12366,10185,0
25699,5,27673,1,16345,7,22967,10775,0
32754,4,8399,1,8593,3,4235,8399,1
20565,5,25041,1,13398,4,16038,18247,0
36711,4,19473,3,13531,11,20828,19473,0
16932,4,13305,2,3988,3,10,709,1
71028,5,5544,1,18641,2,28517,5544,0
35778,1,6079,1,1444,2,823,6079,1
43335,4,12170,3,8237,9,21427,12170,0
32184,0,15916,2,7986,2,10130,3171,1
26063,3,5956,0,720,2,6572,5956,1
38114,3,15064,1,6550,3,23021,15064,0
12354,3,16277,0,1484,2,8962,5125,1
34029,5,23935,0,10036,11,12999,10775,0
3948,2,19524,1,11996,0,8149,6781,1
26082,3,24261,2,12038,3,11953,24261,0
54234,5,6823,3,4234,2,29284,6823,0
77950,3,25472,1,14223,10,14470,25472,0
71571,1,20646,1,18964,11,3433,4736,1
22725,4,17814,0,327,3,6432,12008,1
40991,2,10620,0,10591,2,4870,6672,1
44517,3,5785,1,15194,7,21903,5785,0
30826,3,21261,3,15232,14,11110,21261,0
17664,4,18209,0,3136,1,4297,18209,1
55446,2,21139,2,891,2,25924,10775,1
33982,0,5410,1,10633,14,14974,8809,0
22253,3,7247,2,6214,12,22195,7247,0
68143,4,21778,2,13545,15,7435,10775,0
23500,4,13137,1,9557,2,3815,8617,1
5317,0,19050,0,8616,3,7850,2541,1
75422,4,25783,2,14585,11,15052,23863,0
37246,4,12012,1,1127,2,3784,12012,1
77347,5,12874,1,15535,15,25310,7178,1
37768,3,17961,1,19908,2,24954,11832,0
28926,4,930,0,120,2,334,930,1
25392,5,22515,2,16766,13,24022,22515,0
41523,0,7366,2,7029,0,5215,7366,1
12806,3,18510,0,351,2,10034,6318,1
7477,4,26840,0,18504,4,25771,5976,1
16960,1,12930,1,7200,0,2226,530,1
16116,3,9243,2,378,2,7322,9243,1
38579,2,20265,3,278,4,6370,1096,0
50228,4,26050,1,5066,5,21311,26050,0
36708,0,24506,2,5028,11,16541,10775,1
24301,5,15748,3,13396,12,29528,15748,0
25729,3,6081,1,13288,8,26940,6081,0
62080,3,7604,3,7820,10,29194,7604,0
43002,3,10913,1,4369,3,3474,673,1
22978,5,6541,3,6505,8,12311,6541,0
76623,5,11733,1,14473,15,15307,11733,0
44976,3,3550,0,9120,1,12769,3550,1
74007,5,15140,1,17980,6,5653,12809,0
11484,1,18721,1,3853,14,29796,10775,1
3958,0,9463,0,8543,0,12130,9463,1
42431,4,23641,3,13476,5,23876,5045,0
76049,2,12053,3,15234,3,21340,10775,1
49991,5,13833,2,16947,10,8326,6406,0
73069,3,28724,1,4701,3,24667,8235,0
36749,1,13622,2,6191,0,11437,13622,1
54981,5,24070,2,7925,5,6278,19977,0
41189,4,15456,2,14940,14,12069,13358,0
70521,3,23274,3,19702,14,24888,6248,0
17184,1,7992,1,13975,2,2841,7992,1
36729,2,12557,0,14161,3,1483,1539,1
14208,0,4249,0,2238,3,4929,4249,1
42061,3,27682,3,12041,9,13559,17516,0
40971,3,6780,3,13695,2,21875,6780,0
14418,1,4764,1,8492,0,1178,4764,1
22699,5,27061,2,7326,6,22222,6095,0
15998,4,18439,0,7776,3,13464,18343,1
73549,3,8822,2,19955,3,18174,8822,0
4042,2,7130,2,9061,3,11442,4449,1
24196,2,15350,0,4661,2,1120,15350,1
32800,1,611,2,4083,1,11767,611,1
22936,3,6104,3,7957,14,23938,6104,0
46460,5,23258,3,17134,14,26588,11207,0
39815,0,10335,2,9084,0,8603,7266,1
66197,5,26604,0,7623,13,18429,10775,0
35872,4,7096,2,19020,7,3565,10775,0
19327,0,10713,0,10803,2,13207,10713,1
10373,1,8832,2,3034,1,1996,2731,1
40605,1,1366,1,6719,3,11495,1366,1
22931,4,24015,2,6034,14,8197,23815,0
32960,4,6556,1,12456,1,5023,5614,1
70141,5,16524,2,13978,15,17514,16524,0
47603,4,28848,1,3348,13,6335,10775,1
15128,4,16526,0,10093,8,7868,10775,1
15402,3,7916,1,9987,3,11956,5025,1
67694,4,7315,3,4384,12,13074,7315,0
22022,3,725,2,10378,0,7206,725,1
28113,5,16794,3,5273,15,4182,16794,0
21438,3,28763,2,19607,9,13062,27275,0
50321,4,18135,1,6723,4,25737,18135,0
28857,5,25329,1,4981,3,18718,25329,0
38604,4,25035,2,18281,4,25931,15978,0
44501,3,12804,0,4455,3,7655,9855,1
47163,5,20089,2,11709,7,11207,16627,0
29825,1,6983,0,9600,0,177,6983,1
4530,0,16852,2,12235,0,6365,8352,1
28799,5,9294,3,19444,11,13518,9294,0
24385,2,2987,0,11154,1,2619,2007,1
20560,4,21474,3,18339,4,24619,21474,0
28051,0,1623,1,14239,1,361,328,1
58105,5,22041,2,8557,14,23725,22041,0
19481,3,12944,0,14265,0,10923,12944,1
54441,0,10014,3,8588,8,12039,10775,0
11010,2,4134,0,8803,2,974,4134,1
35078,2,6454,1,8111,8,8284,10775,1
37318,3,49,0,10728,3,1289,49,1
16110,2,16801,0,6463,1,10433,1501,1
28305,4,7137,1,14630,5,17874,7137,0
36069,4,22695,1,7158,10,5147,22695,0
17928,3,8034,0,8218,0,13283,8034,1
18571,1,12509,2,6141,0,3248,12509,1
33250,0,12406,0,7131,0,7230,12406,1
34611,3,18179,0,9666,2,6668,9458,1
43424,1,14521,2,11392,2,5033,2638,1
27893,4,16122,1,12844,2,14821,6691,1
79785,3,6405,2,18253,11,11479,6233,0
55825,5,11413,2,4328,6,14489,11413,0
53106,4,25271,2,4876,2,7879,25271,0
13296,3,11373,1,10123,0,6409,6932,1
52238,2,14692,1,10291,2,19432,467,1
40911,3,28872,3,16078,7,6960,26290,0
31379,4,16865,2,11091,14,22477,16865,0
63204,5,29074,3,18988,2,15619,13557,0
38273,4,4566,1,7588,2,9763,3263,1
37877,3,5704,2,9583,3,13289,2431,1
40096,3,16738,3,5900,10,6082,15439,0
43603,1,10870,0,1534,1,12890,10870,1
18049,3,9367,2,11994,3,5937,8258,1
8567,4,751,1,2285,1,14650,751,1
76543,3,2506,2,7761,12,3681,10775,1
37879,3,18822,1,15861,4,14885,14035,0
863,5,22035,0,17127,4,5458,2311,1
33531,2,5426,1,889,2,7862,5426,1
34480,5,14807,1,18343,15,27240,14807,0
75189,5,27766,1,15846,4,12347,12277,0
74788,5,17557,3,14198,5,5566,15917,0
68957,4,26032,3,19723,2,18701,20776,0
44451,1,7795,2,5946,6,56,10775,1
72220,4,11224,2,17490,4,21643,10775,0
54616,0,7944,0,13470,11,4879,7281,1
53033,4,24402,1,5567,13,6122,10207,0
24340,0,8673,0,4419,2,11737,8673,1
62155,3,14940,2,5924,12,16564,14940,0
11707,4,15346,1,4894,1,3986,305,1
37601,0,2115,2,948,0,13896,2115,1
74431,3,27286,3,7398,6,12883,23164,0
42727,2,4261,0,1719,1,6001,1846,1
53034,5,26144,3,14128,6,23515,5531,0
10123,1,18578,0,2405,3,6433,17932,1
76703,5,8402,2,13848,7,10205,8402,0
68979,0,5331,1,11785,0,26565,10775,0
4064,1,12762,0,8975,3,13858,12762,1
29589,1,7025,2,249,3,22402,10775,0
25753,4,6156,2,9240,2,4841,2540,1
19271,4,4948,1,14959,2,10504,4948,1
62650,0,10248,2,12787,1,7039,10644,1
26484,3,17657,3,10962,9,16975,8425,0
12995,0,7131,3,4058,5,9956,10775,1
27676,5,10575,1,18915,15,6059,10575,0
58597,3,6011,1,15746,5,16423,6011,0
29063,0,4554,2,510,1,3674,4554,1
39684,3,17595,1,6259,13,29189,11922,0
24995,0,2988,1,4234,2,1889,2988,1
42009,3,15743,2,15972,6,20917,15743,0
43822,2,6621,0,14880,3,8400,6621,1
40047,3,11918,0,7934,2,2486,10932,1
34368,4,9588,0,1976,0,2102,4604,1
49017,5,12558,3,11842,13,17491,12558,0
72673,3,29669,3,19922,10,15821,17668,0
72572,5,8482,1,13144,8,14836,8482,0
73079,1,29656,3,2536,1,743,10775,1
30152,4,25730,1,9469,13,10929,22946,0
26770,5,21497,3,10923,10,10499,21497,0
58861,3,17477,1,5904,6,26268,15005,0
30835,1,18523,1,8996,14,4082,8913,0
31475,4,19534,2,14158,0,1507,11700,1
69222,4,8212,3,4926,3,8363,8212,0
56908,5,12853,1,4441,15,8541,11987,0
7712,2,10714,2,8358,1,3107,7816,1
5470,2,10576,2,1390,1,12649,10576,1
19946,2,1510,1,1593,3,13627,1510,1
35495,2,8772,1,17269,6,8241,10775,0
54841,4,25017,2,8380,10,22957,24177,0
57565,4,12303,3,17928,14,17871,12303,0
39278,5,13144,3,11231,4,7587,13144,0
65744,3,28320,2,18970,7,22476,12360,0
73847,5,17895,2,13465,12,29738,17895,0
2473,1,12080,1,19046,12,243,10775,1
25297,4,4352,0,4644,2,12603,4352,1
41842,2,5783,1,2567,3,4163,5783,1
43116,4,10596,0,14081,3,12146,2062,1
13082,3,22988,1,2288,15,20593,10775,1
55279,3,23157,2,17906,8,27343,12678,0
71834,3,29925,3,11897,14,15488,5094,0
63108,3,16991,1,14675,6,7964,10775,0
7377,2,6431,2,6979,1,7869,6431,1
6095,0,10450,1,14040,3,4850,10450,1
31063,4,23599,0,15825,15,224,10775,0
50395,4,20644,3,6184,3,19947,20644,0
53353,3,23610,2,16891,3,7006,7586,0
15883,0,13975,2,9520,3,6858,9301,1
38974,2,13069,1,4465,0,1875,11430,1
20539,4,9980,2,1324,2,9749,7644,1
38496,0,12207,0,10470,1,5136,12207,1
22004,5,25523,3,6683,8,26070,19622,0
24192,0,19376,0,3940,1,7446,16544,1
15553,3,19885,2,11746,0,1464,6641,1
3152,3,19806,1,9269,2,10888,16688,1
59382,5,27247,1,18691,6,15482,22123,0
4748,3,7504,2,2399,2,4056,7504,1
44140,4,22812,2,8187,2,18096,16742,0
17384,4,12983,2,9707,0,7051,6955,1
33035,4,3462,2,7874,0,730,3462,1
5309,4,652,1,12470,0,5814,652,1
18432,2,6846,0,7812,1,7872,4112,1
46014,4,7155,1,11478,10,20326,7155,0
57306,5,29451,3,5903,12,12514,22343,0
35878,3,7998,1,4156,11,24429,7998,0
70380,4,8110,3,9640,9,19115,8110,0
13429,0,11931,0,7384,0,4678,11884,1
39128,4,11418,2,11338,12,11456,11418,0
57531,3,16583,1,8893,9,25834,16583,0
18041,0,14613,0,7254,0,6545,14613,1
72387,5,29617,1,6189,2,28479,11538,0
78530,5,25118,1,17112,2,14673,7339,0
52617,4,24004,3,14556,8,24931,14028,0
12914,4,17441,1,13297,3,5242,644,1
32873,3,11088,2,977,3,5070,11052,1
41967,3,9401,2,13002,3,13451,9401,1
61499,3,14762,3,14915,7,20121,14762,0
24053,1,20757,2,11517,7,22615,10775,0
69265,3,12214,0,3883,1,26220,5298,0
8654,5,13671,0,17885,2,20415,10775,0
64348,1,6474,0,19490,9,331,3112,0
51759,4,12107,3,12096,14,17317,12107,0
53830,5,19043,3,10601,10,2194,2609,1
12628,4,18343,0,14602,2,226,1027,1
37417,2,15592,1,49,3,12031,15085,1
79998,0,9442,0,19041,7,24911,10775,1
21417,2,7407,0,7593,1,6722,7407,1
29769,5,27188,1,11872,9,27200,12983,0
48008,3,12524,3,14529,6,16770,12524,0
29096,2,3198,2,457,1,12782,3198,1
30957,3,1860,1,12944,3,10909,1860,1
67106,5,17651,3,16069,10,18130,17651,0
27445,4,29406,2,18191,2,11642,14869,0
62812,3,18259,2,19523,4,5407,18259,0
25719,3,19959,2,14408,2,12672,3951,1
29673,4,20583,2,9049,2,27194,20583,0
26775,3,5724,2,10555,0,1711,5724,1
20144,5,10532,1,19680,6,8100,10532,0
20588,4,22032,3,19094,11,17833,10366,0
3139,1,19981,0,1605,2,14707,11152,1
20978,3,13164,2,8375,0,14479,9872,1
3183,3,12558,2,8517,1,14635,12558,1
22403,4,6832,3,9698,1,14315,10775,0
61202,2,15456,1,17961,6,20817,10775,1
61940,3,11822,0,9589,2,16858,10775,0
59938,4,10354,2,15397,13,12180,10354,0
37949,4,8561,1,11318,10,20379,8561,0
18611,2,18738,2,1223,1,9453,7377,1
69496,3,29536,3,12168,15,544,9365,0
22558,4,16801,2,4788,1,14227,15984,1
79419,3,28602,1,10410,11,23457,10604,0
78666,5,11259,3,13528,7,25060,6438,0
54377,3,18914,2,8188,15,27481,18914,0
34570,3,10071,2,12721,1,14347,10071,1
79907,3,26315,1,4315,5,14055,20487,0
26670,3,19446,2,5193,1,5578,15309,1
15047,0,2905,2,3095,1,14239,2905,1
59552,4,19873,3,5481,5,16569,10406,0
32118,3,7022,0,10161,2,2145,5368,1
49384,2,3485,1,4736,11,24610,10775,1
25596,2,18501,2,9391,2,89,390,1
39600,5,6352,0,4677,11,12995,10775,0
53842,3,27915,3,5808,15,14008,27639,0
78105,5,7909,1,14827,8,21602,7909,0
9705,1,15659,2,887,12,6425,774,0
36105,4,16863,2,8826,2,151,12659,1
62684,3,22594,2,4333,11,9552,22594,0
30344,0,16482,1,29,0,1673,6782,1
28573,3,26725,1,8726,6,26775,26725,0
23704,3,15243,1,7897,2,8753,4561,1
43901,4,15330,1,5632,11,28518,11529,0
4458,3,7759,2,10160,1,8542,4611,1
9410,4,5646,0,3075,1,6152,5646,1
30225,4,24414,3,14784,15,15027,23045,0
37459,4,9569,2,11852,11,7225,5514,0
26833,4,20250,2,4752,11,26765,20250,0
57096,3,13695,3,13925,3,21607,13695,0
56366,3,25284,3,19421,5,17586,17910,0
36513,5,20016,3,16432,12,6287,16671,0
44839,5,11928,3,5106,4,26510,8615,0
25219,4,28561,3,4868,14,9605,14295,0
33050,4,14063,1,14286,5,14771,8680,0
10539,3,3129,1,13700,1,1289,3129,1
39279,1,6202,2,6236,2,5935,6116,1
39691,5,15666,1,12124,11,25308,14510,0
41530,4,2884,1,8328,10,25750,10775,1
42828,0,6610,0,641,7,10964,10775,0
69929,4,5707,1,17617,7,16427,5707,0
27209,3,29260,1,6483,10,2883,10775,1
25693,0,15677,1,2106,11,15114,10775,1
74768,3,26887,3,7145,3,13576,6446,0
23559,3,9306,3,6333,3,29893,8775,0
60286,5,23338,2,18812,13,5763,11662,0
12381,2,10322,1,5476,0,3527,10322,1
56245,4,19898,1,16051,11,22827,1025,0
9644,0,2295,2,4841,3,10534,2295,1
12297,4,18773,0,10714,2,14928,15689,1
31294,3,9060,1,7254,0,1254,9060,1
49071,4,16192,2,16564,12,23537,13562,0
48984,5,19783,3,19379,8,20248,19783,0
26743,4,6840,3,12788,9,19221,6840,0
22439,4,10765,1,13899,5,13062,10765,0
25218,1,17175,1,5029,0,3084,8837,1
58843,5,17265,3,7097,7,17004,17265,0
76980,4,19202,2,11870,13,24411,14614,0
25967,4,9443,3,8440,15,14834,6280,0
34997,3,17120,0,13738,1,1996,12291,1
33660,3,18597,2,16810,7,10132,18597,0
54566,5,5269,1,15003,13,23638,5269,0
22666,3,20951,1,16239,9,22797,20951,0
74256,4,20659,3,17786,3,11248,19800,0
57998,3,18040,2,18298,10,11706,14917,0
31299,3,4501,2,6736,2,5519,4501,1
78740,0,7495,3,17482,15,4399,10775,0
56670,5,4172,2,1888,1,3681,1319,1
49358,4,11291,1,10943,6,24163,11291,0
17432,1,16954,0,10661,2,1066,15869,1
47371,3,14208,2,15175,10,16201,6206,0
15394,1,28533,3,11562,6,24862,1866,1
13716,2,21649,0,9906,8,253,10775,1
33459,5,14759,2,17555,5,29285,14759,0
28203,3,11630,3,15541,13,7028,11630,0
38850,2,12962,2,758,10,11046,10775,0
72063,5,19308,3,16057,9,13586,19308,0
52930,4,15053,3,5145,13,8298,15053,0
35873,4,13076,2,11327,0,9818,9525,1
14091,3,2822,2,8730,0,6768,2822,1
32994,4,19395,2,2143,1,14718,13429,1
34095,3,2537,2,2787,2,4210,2537,1
34829,4,7927,1,5389,3,25483,7927,0
47887,4,9432,2,10690,13,24063,9432,0
30510,1,10047,1,5492,0,6833,2818,1
42459,2,2129,0,8492,0,14174,2129,1
26903,3,5570,3,19615,13,4142,5570,0
33130,4,26319,3,17664,10,11072,16365,0
20397,4,9797,2,6543,2,6568,9797,1
4955,3,29907,3,11635,6,25885,929,1
52234,3,17287,2,16370,7,14956,13059,0
51300,4,8866,3,16166,12,25689,8866,0
71420,4,29652,3,13418,9,19510,7700,0
68249,5,17684,1,14968,14,11580,17684,0
31501,2,18697,3,12056,11,3671,5182,0
26022,4,23800,3,19195,5,17468,15725,0
13665,1,8049,0,1838,0,5758,8049,1
18406,1,8429,3,16572,15,26306,584,0
28707,1,11784,1,15590,13,28759,2407,0
78894,5,10928,3,19335,12,16186,10928,0
30884,5,17107,2,12780,15,5470,9820,0
5760,0,11979,1,1508,2,11395,11979,1
35602,2,9288,2,9858,9,14420,10775,1
10740,2,18088,1,7486,0,12964,14780,1
17913,4,13881,0,13460,3,913,7650,1
32494,2,16132,1,14819,0,14857,6130,1
72979,5,21856,3,16561,8,14655,21856,0
27640,3,5802,0,14742,2,2560,5802,1
35431,0,2190,1,5258,3,6656,2190,1
34612,2,25655,3,3320,6,4017,10775,1
21607,5,6824,2,19583,11,27554,6824,0
40289,5,20784,3,13235,12,6574,20784,0
4100,3,4616,1,4453,3,9159,4616,1
34067,2,28034,3,9987,1,22780,10775,1
19314,3,14889,0,9560,3,6662,14564,1
56147,3,5963,2,9082,10,13266,5963,0
11161,4,5872,0,1087,2,8090,5872,1
53632,5,5155,2,16533,4,6121,5155,0
37942,2,2221,0,8757,1,11747,2221,1
7019,2,4882,0,12028,0,11141,4882,1
31255,1,593,3,7958,4,24698,10775,1
12032,3,11589,2,7659,0,4228,11589,1
70955,4,26542,1,14757,12,23758,1168,1
4367,2,2984,0,8397,3,5248,2984,1
37257,2,14450,0,7967,2,5816,14450,1
18547,0,12961,1,5426,1,2050,12961,1
61513,5,25225,3,10327,9,25644,20465,0
67183,3,13526,1,17431,3,15202,8582,0
44566,4,16243,3,5290,10,8463,16243,0
33223,5,19765,1,10070,15,20627,8378,0
46665,4,6275,0,7066,4,28166,10700,1
20900,3,10267,1,18134,4,27223,10267,0
40296,0,19784,2,14251,1,14395,14820,1
7719,1,6080,2,106,11,17793,10775,0
59326,4,7093,1,9594,14,22804,7093,0
11100,4,15403,2,7132,3,7159,15403,1
24050,1,2528,2,7829,1,7218,2528,1
17875,0,15371,2,12445,1,7648,10045,1
8043,2,28372,0,19407,13,1689,10775,1
36644,4,18289,2,15841,12,13459,9090,0
7730,0,18885,2,7386,1,12832,7136,1
58527,3,25676,2,14229,6,11291,12263,0
10476,1,25296,2,6235,12,19867,10775,1
67777,3,8507,2,15311,5,29405,8507,0
7393,0,1296,3,3741,14,9499,1694,1
53999,4,21472,1,11409,10,23252,21472,0
75347,4,4764,3,14158,7,2294,5929,1
37552,5,8999,3,17869,15,22115,8999,0
15247,3,11874,0,3927,2,10794,10441,1
68110,3,10865,1,2793,2,19295,10775,0
3262,0,1877,2,5230,0,9958,1877,1
20000,5,29534,3,8159,13,15393,13293,0
29643,3,4952,0,4408,0,6592,4952,1
50758,3,22735,2,13248,7,11925,22735,0
30903,0,3970,2,6367,0,5222,3970,1
77919,5,9053,2,13812,6,19513,9053,0
66435,4,9721,3,18201,6,15422,9721,0
24261,3,14050,2,13235,2,13665,5265,1
41261,4,18346,1,3829,2,8767,14407,1
48456,1,15180,2,15270,2,7760,9168,0
66403,4,24812,3,16576,10,23199,18394,0
48514,4,14635,1,16839,7,7405,14635,0
58236,5,20027,2,10542,3,10004,14664,0
66525,3,7434,2,18702,11,19630,7434,0
42537,3,14608,1,3680,3,5649,7546,1
30998,4,12838,0,8220,3,10255,12838,1
28069,3,12441,2,4262,14,21247,12441,0
53387,3,2432,2,904,1,10026,10775,0
61361,5,22970,1,4706,3,28880,19866,0
31259,4,24231,2,10270,6,14455,8554,0
67059,5,19763,3,10030,11,14488,18912,0
21709,4,14267,3,11354,6,10952,14267,0
16462,1,13530,1,12751,2,5800,13530,1
71976,0,21659,3,16283,6,21396,9093,1
69466,3,11089,3,13082,4,12869,11089,0
59366,5,4681,0,17716,9,20670,10775,0
41078,3,25688,2,7240,10,17029,7746,0
12137,4,18288,0,78,1,2727,18288,1
33673,3,19508,3,5495,12,16234,19508,0
64306,4,24772,2,8307,3,16423,11070,0
77831,5,7981,0,2427,5,19138,8395,0
28891,5,29116,2,15902,9,9938,15783,0
54093,5,21406,1,11332,13,18520,21406,0
41341,2,7947,1,6343,1,6523,7947,1
24989,2,8749,1,3633,0,26,1161,1
34569,5,24865,3,10119,13,22858,24865,0
28937,3,18150,3,13465,11,4788,18150,0
78112,4,9561,1,17422,8,21247,9561,0
22112,3,6142,1,15502,13,6818,6142,0
44267,0,14964,1,9784,3,19926,10775,1
24916,4,3410,1,0,0,11905,3410,1
57278,3,17807,1,14390,2,17930,17367,0
15382,2,8544,0,1348,2,10491,8544,1
10134,0,14418,2,974,0,3021,5296,1
36758,3,23569,3,10866,4,15450,16444,0
62634,3,12142,2,11867,4,17748,8317,0
54081,5,14710,2,14507,10,29329,14710,0
2870,2,21547,3,18836,5,12587,902,1
36372,5,14804,1,4034,8,9473,8425,0
23438,2,10244,0,13112,3,5471,47,1
4064,0,13620,2,12754,2,4989,13620,1
73047,5,24586,1,15472,13,10070,20658,0
77828,3,28538,1,6252,9,13794,12073,0
22030,3,11241,1,5866,1,9464,4927,1
41019,3,28890,2,19321,13,15767,13617,0
38376,3,197,1,14836,2,4296,197,1
29818,2,11843,1,13918,3,3774,11843,1
4591,3,6941,0,11968,3,13624,6941,1
58144,3,15005,1,18007,15,20810,15005,0
28473,5,7276,2,9238,5,7799,7276,0
15122,3,4269,1,4562,2,1551,706,1
38124,4,13903,0,9310,2,11592,11451,1
10893,3,635,2,1540,2,1078,635,1
35664,4,5669,1,4836,2,6897,5669,1
41856,0,15872,2,8936,3,8623,1244,1
14830,2,6959,1,13975,15,29953,8150,0
34641,4,11763,2,10503,3,315,6316,1
31864,4,10058,2,2887,2,5451,10058,1
18837,2,14788,2,2353,2,28865,10775,1
41717,4,3451,1,11078,0,4326,3451,1
75322,0,24348,0,12764,1,5848,4048,1
21317,3,19410,2,17695,13,13918,7318,0
36558,1,11570,1,5790,1,3742,4856,1
7008,3,19522,2,11151,2,14819,10475,1
27613,3,5203,3,13077,1,15802,10775,0
55194,5,26798,1,17547,3,12565,13196,0
33540,5,20275,3,13638,13,11529,20275,0
39506,0,14960,1,2412,2,12294,1282,1
44672,5,12669,3,12966,4,9972,12669,0
25109,3,16964,0,11280,0,12065,12005,1
20577,1,4614,0,7369,3,5709,1540,1
54505,3,28421,1,19091,12,22504,6593,0
54659,5,18886,2,19750,2,16460,11492,0
26761,4,11983,1,7496,9,21427,9804,0
31276,1,9076,1,1555,0,9369,2755,1
43373,2,6955,1,5841,1,9340,6955,1
38421,2,14712,2,5035,0,3901,14712,1
31987,1,15794,1,10400,2,11488,15794,1
60318,4,9365,1,17543,10,20064,6240,0
44749,0,9501,0,3147,1,6046,9501,1
35811,3,15344,1,7571,3,6294,9958,1
75374,3,10400,0,960,8,13138,10775,1
36811,0,13403,1,4370,1,6784,11143,1
21580,5,29944,2,6169,12,9021,21870,0
48490,1,12599,0,17505,14,12226,10775,1
39197,5,9214,1,19943,13,14569,9214,0
15243,0,13263,0,12801,1,8905,5377,1
23439,1,7737,1,4977,2,14275,7737,1
11008,3,441,1,2252,3,12474,441,1
36756,4,7463,1,7655,4,15015,7463,0
14186,0,19124,0,2499,3,6627,8957,1
17317,3,6965,0,8890,1,12484,6965,1
14837,2,17945,2,6124,2,865,2717,1
31767,3,7487,2,3469,3,12039,2109,1
27190,3,14277,3,6914,2,16786,14277,0
46787,5,15955,3,5922,9,6689,4272,0
32951,4,9878,2,8520,3,756,9878,1
24627,0,1699,0,9650,2,8388,1699,1
31064,0,7931,2,3034,2,231,5563,1
33717,0,16042,1,2767,3,4676,8996,1
3576,0,6066,1,13955,1,759,4356,1
42435,4,10285,2,10392,4,6925,10285,0
